20			  0			 175			0.00100
  20			  5			 175			0.00000
  20			 10			  87			0.00000
  20			 15			  71			0.00000
  20			 20			  56			0.00100
  20			 25			  47			0.00000
  20			 30			  56			0.00000
  40			  0			 415			0.00300
  40			  5			 205			0.00100
  40			 10			 126			0.00100
  40			 15			  95			0.00000
  40			 20			  85			0.00000
  40			 25			  64			0.00100
  40			 30			  61			0.00100
  60			  0			 735			0.00900
  60			  5			 240			0.00200
  60			 10			 125			0.00200
  60			 15			 105			0.00600
  60			 20			  97			0.00200
  60			 25			  91			0.00200
  60			 30			  80			0.00200
  80			  0			1010			0.01900
  80			  5			 244			0.00400
  80			 10			 173			0.00300
  80			 15			 128			0.00400
  80			 20			 116			0.00400
  80			 25			  97			0.00700
  80			 30			  76			0.01100
 100			  0			1319			0.04000
 100			  5			 279			0.00500
 100			 10			 172			0.00500
 100			 15			 151			0.00700
 100			 20			 116			0.00700
 100			 25			 124			0.01000
 100			 30			 108			0.01100
 120			  0			1740			0.06500
 120			  5			 288			0.00600
 120			 10			 187			0.00600
 120			 15			 139			0.00900
 120			 20			 122			0.01400
 120			 25			 135			0.01600
 120			 30			 106			0.01800
 140			  0			2029			0.09600
 140			  5			 333			0.00900
 140			 10			 223			0.01300
 140			 15			 170			0.01700
 140			 20			 153			0.02200
 140			 25			 135			0.03800
 140			 30			 134			0.04800
 160			  0			2498			0.20600
 160			  5			 312			0.01300
 160			 10			 212			0.01800
 160			 15			 172			0.02200
 160			 20			 150			0.03000
 160			 25			 130			0.04500
 160			 30			 131			0.07000
 180			  0			2901			0.24800
 180			  5			 365			0.01600
 180			 10			 252			0.02300
 180			 15			 181			0.03200
 180			 20			 163			0.04600
 180			 25			 152			0.06400
 180			 30			 123			0.09400
 200			  0			3325			0.33000
 200			  5			 388			0.02100
 200			 10			 251			0.03700
 200			 15			 186			0.05400
 200			 20			 166			0.06600
 200			 25			 159			0.09800
 200			 30			 158			0.14700
