  20			 10			  51			0.00000
  20			 20			  90			0.00100
  20			 30			 116			0.00000
  20			 40			 127			0.00100
  20			 50			 153			0.00100
  20			 60			 161			0.00100
  20			 70			 165			0.00100
  20			 80			 187			0.00000
  40			 10			 117			0.00200
  40			 20			 180			0.00700
  40			 30			 256			0.00200
  40			 40			 337			0.00200
  40			 50			 330			0.00700
  40			 60			 412			0.00200
  40			 70			 369			0.00200
  40			 80			 459			0.00400
  60			 10			 171			0.00400
  60			 20			 296			0.00700
  60			 30			 417			0.01100
  60			 40			 475			0.00700
  60			 50			 550			0.00800
  60			 60			 591			0.01000
  60			 70			 697			0.01100
  60			 80			 752			0.01100
  80			 10			 247			0.00800
  80			 20			 416			0.01400
  80			 30			 560			0.01500
  80			 40			 647			0.01900
  80			 50			 794			0.02200
  80			 60			 957			0.02400
  80			 70			 945			0.02700
  80			 80			1066			0.02600
 100			 10			 254			0.02200
 100			 20			 519			0.02700
 100			 30			 653			0.03100
 100			 40			 841			0.04100
 100			 50			1009			0.03800
 100			 60			1104			0.03900
 100			 70			1168			0.03800
 100			 80			1452			0.04800
 120			 10			 330			0.02500
 120			 20			 584			0.03600
 120			 30			 834			0.04900
 120			 40			1036			0.05600
 120			 50			1250			0.06700
 120			 60			1378			0.06700
 120			 70			1510			0.07400
 120			 80			1719			0.08500
 140			 10			 365			0.03300
 140			 20			 749			0.05700
 140			 30			1135			0.08100
 140			 40			1254			0.09000
 140			 50			1546			0.11200
 140			 60			1889			0.14900
 140			 70			1937			0.14300
 140			 80			2015			0.13800
 160			 10			 489			0.05800
 160			 20			 939			0.09500
 160			 30			1325			0.12200
 160			 40			1382			0.12700
 160			 50			1637			0.15300
 160			 60			2146			0.19200
 160			 70			2171			0.19900
 160			 80			2319			0.20900
 180			 10			 510			0.07300
 180			 20			 936			0.12700
 180			 30			1211			0.15400
 180			 40			1514			0.17800
 180			 50			1946			0.24400
 180			 60			2166			0.25400
 180			 70			2382			0.29100
 180			 80			2594			0.30600
 200			 10			 515			0.09700
 200			 20			1067			0.16300
 200			 30			1433			0.20500
 200			 40			1831			0.29800
 200			 50			2184			0.30400
 200			 60			2397			0.33500
 200			 70			2960			0.42000
 200			 80			3084			0.40700
