   5			  5			  14			0.00500
   5			 10			  40			0.02100
   5			 15			  65			0.03800
   5			 20			 122			0.06800
   5			 40			 232			0.13300
  10			  5			  30			0.02500
  10			 10			  95			0.07200
  10			 15			 118			0.06100
  10			 20			 157			0.08300
  10			 40			 398			0.25800
  15			  5			  39			0.02800
  15			 10			 110			0.07300
  15			 15			 161			0.11500
  15			 20			 244			0.16900
  15			 40			 487			0.28300
  20			  5			  46			0.05000
  20			 10			 138			0.12200
  20			 15			 223			0.16000
  20			 20			 317			0.28300
  20			 40			 645			0.46400
  25			  5			  71			0.05500
  25			 10			 154			0.10000
  25			 15			 301			0.26700
  25			 20			 328			0.22700
  25			 40			 825			0.50400
  30			  5			  69			0.04700
  30			 10			 197			0.14900
  30			 15			 273			0.19900
  30			 20			 413			0.23800
  30			 40			 961			0.60200
  35			  5			  84			0.04800
  35			 10			 239			0.11700
  35			 15			 393			0.19300
  35			 20			 478			0.23400
  35			 40			1034			0.52700
  40			  5			  96			0.05000
  40			 10			 271			0.13600
  40			 15			 377			0.19800
  40			 20			 562			0.29800
  40			 40			1184			0.54200
  45			  5			  97			0.05500
  45			 10			 241			0.15500
  45			 15			 498			0.25600
  45			 20			 595			0.31600
  45			 40			1333			0.70400
  50			  5			 108			0.05400
  50			 10			 345			0.18000
  50			 15			 432			0.20700
  50			 20			 761			0.42900
  50			 40			1644			0.75700
  55			  5			 117			0.08600
  55			 10			 325			0.22700
  55			 15			 504			0.26100
  55			 20			 747			0.37300
  55			 40			1438			0.70900
  60			  5			 141			0.08500
  60			 10			 352			0.16800
  60			 15			 568			0.34200
  60			 20			 789			0.39400
  60			 40			1478			0.74700
  65			  5			 137			0.06700
  65			 10			 376			0.20500
  65			 15			 576			0.26900
  65			 20			 800			0.45500
  65			 40			1836			0.85400
  70			  5			 137			0.07000
  70			 10			 421			0.25200
  70			 15			 659			0.31200
  70			 20			 860			0.40500
  70			 40			2012			0.93100
  75			  5			 168			0.09400
  75			 10			 381			0.20700
  75			 15			 656			0.33100
  75			 20			 965			0.47900
  75			 40			2092			0.98200
  80			  5			 165			0.08500
  80			 10			 480			0.23500
  80			 15			 718			0.40100
  80			 20			1015			0.47200
  80			 40			2142			1.04000
  85			  5			 151			0.08400
  85			 10			 430			0.22000
  85			 15			 683			0.41100
  85			 20			1057			0.52300
  85			 40			2256			1.10700
  90			  5			 195			0.11000
  90			 10			 474			0.26300
  90			 15			 849			0.46000
  90			 20			1246			0.59900
  90			 40			2572			1.19700
  95			  5			 187			0.15700
  95			 10			 570			0.29300
  95			 15			 828			0.43700
  95			 20			1220			0.65800
  95			 40			2582			1.30100
 100			  5			 194			0.11100
 100			 10			 521			0.27800
 100			 15			 980			0.59700
 100			 20			1157			0.58600
 100			 40			2746			1.37400
