  DIM       DIFF        ESSAIS      TEMPS
   5			  0			 123			0.07200
   5			  5			 123			0.06900
   5			 10			 123			0.07200
   5			 15			 123			0.06700
   5			 20			 123			0.06900
   5			 40			  44			0.02800
   5			 60			  67			0.04800
   5			 80			  33			0.02200
  10			  0			 158			0.09000
  10			  5			 158			0.09300
  10			 10			 158			0.08800
  10			 15			 158			0.08800
  10			 20			 127			0.07400
  10			 40			  64			0.03700
  10			 60			  34			0.02000
  10			 80			  54			0.04100
  15			  0			 245			0.17500
  15			  5			 245			0.18100
  15			 10			 245			0.16800
  15			 15			 141			0.10800
  15			 20			 139			0.12100
  15			 40			 156			0.16400
  15			 60			  59			0.06700
  15			 80			  82			0.08300
  20			  0			 318			0.31900
  20			  5			 318			0.34600
  20			 10			 150			0.15100
  20			 15			 258			0.36400
  20			 20			  91			0.13100
  20			 40			  88			0.09800
  20			 60			  62			0.09400
  20			 80			 103			0.09600
  25			  0			 329			0.43800
  25			  5			 329			0.44000
  25			 10			 256			0.36400
  25			 15			 162			0.28300
  25			 20			 212			0.38700
  25			 40			 123			0.23500
  25			 60			 119			0.24700
  25			 80			 164			0.16400
  30			  0			 414			0.72200
  30			  5			 414			0.70300
  30			 10			 159			0.28800
  30			 15			 178			0.31800
  30			 20			 155			0.32700
  30			 40			 113			0.35300
  30			 60			 141			0.29200
  30			 80			 114			0.30400
  35			  0			 479			1.41100
  35			  5			 479			1.43800
  35			 10			 227			0.66400
  35			 15			 131			0.43000
  35			 20			 129			0.52800
  35			 40			 103			0.23400
  35			 60			 172			0.87900
  35			 80			 135			0.58600
  40			  0			 563			2.98700
  40			  5			 333			1.89100
  40			 10			 164			0.78000
  40			 15			 196			1.17300
  40			 20			 196			1.16000
  40			 40			 166			0.91100
  40			 60			 170			1.43300
  40			 80			 121			0.61700
  45			  0			 596			4.61600
  45			  5			 284			1.81500
  45			 10			 169			1.35600
  45			 15			 181			2.24400
  45			 20			 162			1.59200
  45			 40			 162			2.01400
  45			 60			 128			1.56800
  45			 80			 113			2.08100
  50			  0			 762			9.39700
  50			  5			 384			4.15500
  50			 10			 198			2.42300
  50			 15			 169			2.42600
  50			 20			 169			3.46100
  50			 40			 105			1.92400
  50			 60			 106			1.82200
  50			 80			 133			2.88000
  55			  0			 748			12.74500
  55			  5			 418			7.47000
  55			 10			 218			5.69200
  55			 15			 180			3.14300
  55			 20			 136			3.70000
  55			 40			 172			3.31800
  55			 60			 129			5.14800
  55			 80			 226			7.12400
  60			  0			 790			20.64500
  60			  5			 329			9.41700
  60			 10			 228			6.95200
  60			 15			 175			6.08000
  60			 20			 156			5.57900
  60			 40			 109			4.46900
  60			 60			 110			5.72600
  60			 80			 148			4.54700
  65			  0			 801			24.52400
  65			  5			 401			15.21800
  65			 10			 224			6.93700
  65			 15			 201			11.81700
  65			 20			 142			7.17700
  65			 40			 227			11.98800
  65			 60			 174			10.53900
  65			 80			 219			14.29100
  70			  0			 861			35.58700
  70			  5			 333			16.85500
  70			 10			 269			13.41400
  70			 15			 190			10.94900
  70			 20			 121			6.53700
  70			 40			 152			10.92700
  70			 60			 196			19.02200
  70			 80			 150			14.69300
  75			  0			 966			54.85800
  75			  5			 356			20.80000
  75			 10			 186			12.36700
  75			 15			 162			14.52500
  75			 20			 175			18.31800
  75			 40			 138			10.63600
  75			 60			 202			20.94700
  75			 80			 109			16.01500
  80			  0			1016			80.31600
  80			  5			 303			22.51300
  80			 10			 212			21.68800
  80			 15			 203			18.29800
  80			 20			 203			26.32700
  80			 40			 220			32.33000
  80			 60			 177			16.36000
  80			 80			 150			17.98100
  85			  0			1058			114.91300
  85			  5			 309			38.14600
  85			 10			 231			21.01400
  85			 15			 204			22.43400
  85			 20			 191			30.63600
  85			 40			 208			27.84700
  85			 60			  99			18.03100
  85			 80			 117			16.93200
  90			  0			1247			169.07100
  90			  5			 321			46.23200
  90			 10			 240			35.63000
  90			 15			 176			26.35100
  90			 20			 200			32.77800
  90			 40			 151			30.54400
  90			 60			 114			17.00300
  90			 80			 149			33.26000
  95			  0			1221			193.31799
  95			  5			 385			62.02800
  95			 10			 246			50.36700
  95			 15			 244			67.34800
  95			 20			 158			34.01800
  95			 40			 231			59.16500
  95			 60			 107			24.60800
  95			 80			 120			38.46500
 100			  0			1158			213.04100
 100			  5			 322			66.97600
 100			 10			 237			62.47600
 100			 15			 209			55.12700
 100			 20			 202			53.63600
 100			 40			 211			52.94300
 100			 60			 156			59.07900
 100			 80			 163			54.68100
