  20			 10			  51			0.05300
  20			 20			  90			0.08600
  20			 30			 116			0.13900
  20			 40			 127			0.15400
  20			 50			 153			0.14300
  20			 60			 161			0.16400
  20			 70			 165			0.22300
  20			 80			 187			0.24600
  40			 10			 117			0.09100
  40			 20			 180			0.10300
  40			 30			 256			0.19200
  40			 40			 337			0.19400
  40			 50			 330			0.19700
  40			 60			 412			0.28800
  40			 70			 369			0.27000
  40			 80			 459			0.25100
  60			 10			 171			0.11800
  60			 20			 296			0.24100
  60			 30			 417			0.25600
  60			 40			 475			0.29700
  60			 50			 550			0.41500
  60			 60			 591			0.35200
  60			 70			 697			0.44500
  60			 80			 752			0.51500
  80			 10			 247			0.18600
  80			 20			 416			0.36100
  80			 30			 560			0.48400
  80			 40			 647			0.47500
  80			 50			 794			0.60800
  80			 60			 957			0.75400
  80			 70			 945			0.63500
  80			 80			1066			0.84700
 100			 10			 254			0.24000
 100			 20			 519			0.51700
 100			 30			 653			0.42500
 100			 40			 841			0.73100
 100			 50			1009			0.64400
 100			 60			1104			0.84900
 100			 70			1168			0.83800
 100			 80			1452			0.91000
 120			 10			 330			0.40400
 120			 20			 584			0.46200
 120			 30			 834			1.27400
 120			 40			1036			0.97200
 120			 50			1250			1.14200
 120			 60			1378			1.16700
 120			 70			1510			3.04200
 120			 80			1719			1.48500
  20			 10			 167			0.16100
  20			 20			 282			0.26400
  20			 30			 533			0.54300
  20			 40			 748			0.71800
  20			 50			 938			0.98200
  20			 60			1030			1.37500
  20			 70			1390			1.31700
  20			 80			1335			1.42200
  20			 10			 167			0.21700
  20			 20			 282			0.27900
  20			 30			 533			0.66400
  20			 40			 748			0.74200
  20			 50			 938			0.92500
  20			 60			1030			1.02300
  20			 70			1390			1.37400
  20			 80			1335			1.28400
  40			 10			 220			0.96400
  40			 20			 579			2.94500
  40			 30			 794			3.15600
  40			 40			1195			5.24100
  40			 50			1301			6.01300
  40			 60			1909			8.20700
  40			 70			1863			7.94600
  40			 80			2238			8.28400
  20			 10			 168			0.21400
  20			 20			 283			0.28500
  20			 30			 534			0.74400
  20			 40			 749			0.90600
  20			 50			 939			1.13100
  20			 60			1031			1.28500
  20			 70			1391			1.60400
  20			 80			1336			1.58200
  40			 10			 221			1.14500
  40			 20			 580			3.45700
  40			 30			 795			3.75000
  40			 40			1196			6.15400
  40			 50			1302			7.13600
